_id,gid,genre,Q,A,hard
472,8,三国・南北朝時代,八王の乱に乗じて侵入した五胡のうち、チベット系の民族を２つ答えよ。,氐・羌,
473,9,隋・唐,マニ教を国教とし、唐を助けて安史の乱を鎮圧したトルコ系民族は何か?,ウイグル,
474,9,隋・唐,755年に発生し唐朝衰退のきっかけになった、唐の節度使だった安禄山が起こした反乱をなんというか?,安史の乱,
475,9,隋・唐,節度使の一人で、史思明とともに、755年に大反乱をおこしたのは誰?,安禄山,
476,9,隋・唐,唐末の874年に、塩の専売問題をきっかけに反乱を起こし長安を陥落させた人物は?,黄巣,
477,9,隋・唐,9世紀後半の唐で塩の密売人が起こした大規模な反乱をなんというか?,黄巣の乱,
478,9,隋・唐,随の煬帝による612年から第二次高句麗遠征で、随の大群を破った高句麗の将軍は?,乙支文徳,
479,9,隋・唐,随が導入した官吏任官制度は何か?,科挙,
480,9,隋・唐,唐で安史の乱が勃発した際、安禄山討伐に協力した北方の国は?,回紇（ウイグル）,
481,9,隋・唐,玄宗の治世の前半の唐の絶頂期、貞観の治と並び称せられる中国史上の政治の安定期を何という?,開元の治,
482,9,隋・唐,8世紀初めに唐の皇帝に即位して「開元の治」とよばれる政治を行った人物は誰か?,玄宗,
483,9,隋・唐,626年に李世民が高祖の長男で皇太子の李建成を殺害して実権を握ったクーデターを何という?,玄武門の変,
484,9,隋・唐,唐の時代に「五経正義」を編纂した主な人物は誰か?,孔穎達,難
485,9,隋・唐,新羅の氏族的身分制度のことを何というか?,骨品制,
486,9,隋・唐,アラブ人（大食）商人の来航にともない、広州に置かれた役所は何か?,市舶司,難
487,10,中世の中国と東アジア,907年に唐を滅ぼし、後梁をたてた節度使は誰?,朱全忠,
488,9,隋・唐,唐と連合し百済・高句麗を滅ぼした国は誰か?,新羅,
489,9,隋・唐,辺境防衛の任務につき、地方の徴税権を握った軍司令官は何か?,節度使,
490,9,隋・唐,均田制にともなう税制で、穀物と布を納めるものはそれぞれ何か?,租・調,
491,9,隋・唐,随が導入した税制は何か?,租庸調制,
492,9,隋・唐,唐の高宗の皇后で、国号を周とした中国史上唯一の女帝として知られるのは誰か?,則天武后,
493,9,隋・唐,唐の中央官制（三省六部）のうち、詔勅を起草する機関は何か?,中書省,
494,9,隋・唐,唐の首都はどこか?,長安,
495,9,隋・唐,唐の律令制度を完成させた2代目太宗の政治を何と呼ぶか?,貞観の治,
496,9,隋・唐,唐の時代の詩人で「詩聖」と称されている人物は誰か?,杜甫,
497,9,隋・唐,中国の漢、唐王朝の時代に、辺境警備・周辺諸民族統治などのために置かれた軍事機関を何という?,都護府,
498,9,隋・唐,唐代に盛んに作られ始めた彩色陶磁器を何という?,唐三彩,
499,9,隋・唐,唐の時代の詩人で「長恨歌」などの作品がある人物は誰か?,白居易,
500,9,隋・唐,百済と倭国の連合軍が、唐と新羅の連合軍に敗れた戦いは何か?,白村江の戦い,
502,9,隋・唐,唐の節度使が地方の行政や財政を握って何と呼ばれるようになったか?,藩鎮,
503,9,隋・唐,随が導入した西魏から受け継いだ兵制は何か?,府兵制,
504,9,隋・唐,均田制と府兵制の崩壊にともない、傭兵を採用した兵制は何か?,募兵制,
505,9,隋・唐,唐で、詔勅の修正を行い、貴族勢力の拠点となった機関は何か?,門下省,
506,9,隋・唐,北周からでた人物で、南朝の陳を倒して中国を統一し隋を建国した人物は誰か?,楊堅(文帝),
507,9,隋・唐,唐の二代目皇帝で中国を統一したのは誰か?,李世民,
508,9,隋・唐,唐の時代の詩人で「詩仙」と称されている人物は誰か?,李白,
509,9,隋・唐,随を破り唐を建国した太原留守（長官代理）は?,李淵,
510,9,隋・唐,唐代に整備された法律を何という?,律令,
511,9,隋・唐,780年に唐が制定した、所有する土地に応じて年二回課税する税を何というか?,両税法,
512,9,隋・唐,尚書省に属する六部のうち、外交や科挙を担当する機関は何か?,礼部,
513,9,隋・唐,高句麗が滅亡した後に中国東北地方にツングース系民族によって建国された国は何か?,渤海,
514,9,隋・唐,隋の２代皇帝で、大運河を建設し、高句麗遠征に失敗したのは誰?,煬帝,
515,10,中世の中国と東アジア,宮廷の画院で作製され、花鳥山水を写実的に描いた絵を何という?,院体画,
516,10,中世の中国と東アジア,五代の第３王朝・後晋が、遼（契丹）に割譲した領土を何という?,燕雲十六州,
517,10,中世の中国と東アジア,11世紀に宋の宰相に起用され新法とよばれる政治改革を行ったのは誰か?,王安石,
518,10,中世の中国と東アジア,918年に高麗を建国したとされる人物は誰か?,王建（太祖）,
519,10,中世の中国と東アジア,8世紀初頭にマニ教を国教とし、世界史上唯一のマニ教国家となった国は?,回鶻可汗国,難
520,10,中世の中国と東アジア,高麗の首都はどこか?,開城,
521,10,中世の中国と東アジア,五代から北宋の都で、大運河と黄河の接点にあたる商業都市は何か?,開封,
522,10,中世の中国と東アジア,宰相・秦檜（しんかい）と対立した南宋の武将で、中国史上最大の英雄の1人とされている人物は? ,岳飛,
523,10,中世の中国と東アジア,女真族を再統一して遼から独立し、金を建てたのは誰?,完顔阿骨打（わんやんあぐだ）,
524,10,中世の中国と東アジア,12世紀初めに中国東北部で女真が完顔阿骨打を皇帝として建国した国は何か?,金,
526,10,中世の中国と東アジア,澶淵の盟で、北宋が遼に毎年送ることになった歳幣（さいへい）の品物は何か?,銀・絹,
527,10,中世の中国と東アジア,10世紀初めにモンゴルで遼を建国した民族は何か?,契丹,
529,10,中世の中国と東アジア,王安石の新法に反対した新興地主、官僚を出した家をそれぞれ何という?,形勢戸・官戸,
530,10,中世の中国と東アジア,江西省北部にあり、南宋を代表する陶磁器の産地はどこ?,景徳鎮,
531,10,中世の中国と東アジア,唐代の堰坊（預り手形）から発達し、北宋・南宋が発行した紙幣は何か?,交子･会子,
532,10,中世の中国と東アジア,元の紙幣で、のちに乱発のため経済混乱を招いたものは何か?,交鈔,
533,10,中世の中国と東アジア,宋代に「江浙熟すれば天下足る」といわれたが、江浙とはどこ?,江蘇･浙江,
534,10,中世の中国と東アジア,商業都市の内部で形成された商人組合・手工業者組合はそれぞれ何か?,行・作,難
535,10,中世の中国と東アジア,10世紀前半に朝鮮半島で王建が作った国は何か?,高麗,
537,10,中世の中国と東アジア,編年体の中国通史「資治通鑑」を製作した人物は誰か?,司馬光,
538,10,中世の中国と東アジア,唐代の貴族に代わって権力を握った、科挙出身の文人官僚を何という?,士大夫,
539,10,中世の中国と東アジア,儒教の新しい学問体系の朱子学を集大成したのは誰か?,朱熹,
540,10,中世の中国と東アジア,儒学に仏教・道教を融合し「大極図説」を著した、宋学の租とよばれる北宋の学者は誰?,周敦頤,難
541,10,中世の中国と東アジア,渤海が遼に滅ぼされたあと、ツングース系の狩猟民族を何と呼んだか。,女真族,
542,10,中世の中国と東アジア,中国仏教の一つで、阿弥陀仏の救済にすがる宗派は何か?,浄土宗,
543,10,中世の中国と東アジア,11世紀初めに中国西北部でチベット系タングート族が建国し、独自の文字を制定した国は何か?,西夏,
545,10,中世の中国と東アジア,12～13世紀に中央アジア・トルキスタンに存在し、ウイグルやセルジューク朝と戦って勢力を伸ばした国は?,西遼（カラ・キタイ）,
546,10,中世の中国と東アジア,遼が金に滅ぼされたあと、耶律大石が中央アジアに建国した国は何か?,西遼（カラ・キタイ）,
547,10,中世の中国と東アジア,王安石の新法のうち、農民と商人に対する低利融資法はそれぞれ何か?,青苗法・市易法,
549,10,中世の中国と東アジア,ヴェトナムから伝来し、宋代に普及した日照りに強い稲は何か?,占城稲,難
550,10,中世の中国と東アジア,金の王重陽が、道教に儒学・仏教（禅）を融合して創始した宗教は何か?,全真教,難
551,10,中世の中国と東アジア,中国仏教の一つで、経典を用いず、座禅により悟りを得る宗派は何か?,禅宗,
552,10,中世の中国と東アジア,唐宋八大家の一人で、「赤壁の賦」で知られる詩人は誰?,蘇軾,難
553,10,中世の中国と東アジア,11世紀前半にベトナムで李氏が建国した国は何か?,大越国,
554,10,中世の中国と東アジア,10世紀前半に雲南で成立した国は何か?,大理,
555,10,中世の中国と東アジア,民間の交易場である草市から発達した商業都市を何という?,鎮･市,
556,10,中世の中国と東アジア,収穫の半分を地主に納める小作人を何という?,佃戸,
557,10,中世の中国と東アジア,子供のころから女性の足の指を折り曲げ、固定することによって大きくならないようにする、中国の古い風習のことを何という?,纏足,
559,10,中世の中国と東アジア,文治主義の北宋は、科挙の最終試験に皇帝が臨席した。この試験は何か?,殿試,難
560,10,中世の中国と東アジア,7世紀のチベットでソンツェン・ガンポが建国した国は?,吐蕃,
562,10,中世の中国と東アジア,6～8世紀に北アジアを中心とし中央アジアをも支配したトルコ系部族が作った遊牧国家で、6世紀初に西魏との通商によって栄えた国は?,突厥,
563,10,中世の中国と東アジア,8世紀半ばに雲南地方の洱海地区に勃興したチベット・ビルマ語族の王国で、吐蕃と同盟して勢力を拡大した国は?,南詔,
564,10,中世の中国と東アジア,遼の二重統治体制は、何制と何制を併用したものか。,部族制・州県制,
565,10,中世の中国と東アジア,王安石の新法のうち、農民を軍事訓練し、軍馬を提供する法はそれぞれ何か?,保甲法・保馬法,
566,10,中世の中国と東アジア,王安石の新法のうち、労役に従事する人民に給与を与える法は何か?,募役（ぼえき）法,
567,10,中世の中国と東アジア,女真の独自の軍事・社会組織を何というか?,猛安・謀克,難
568,10,中世の中国と東アジア,10世紀初めにモンゴルで遼を建国し、契丹文字を制定した人物は誰か？,耶律阿保機,
569,10,中世の中国と東アジア,金に滅ぼされた遼の皇族で、1124年に中央アジアで西遼を建国した人物は?,耶律大石,
570,10,中世の中国と東アジア,1126年、金が北宋の都を占領し、徽宗・欽宗らを捕虜にした事件は何か?,靖康の変,
571,10,中世の中国と東アジア,11世紀初めに中国西北部で西夏を建国した人物は誰か?,李元昊,
572,10,中世の中国と東アジア,朱熹を批判して「心即理」を説き、明の陽明学に影響を与えたのは誰?,陸九淵,
573,10,中世の中国と東アジア,金に滅ぼされた宋が逃れて建国された南宋の都はどこか?,臨安,
574,10,中世の中国と東アジア,朱熹は、五経より四書を重視した。四書とは何か、すべて答えよ。,論語･孟子･大学･中庸,
575,10,中世の中国と東アジア,秦から漢にかけて、中国の北方で勢力を伸ばした民族は?,匈奴,
576,10,中世の中国と東アジア,1142年、南宋は金の臣下として和議を結ぶが、国境となった川は何か?,淮河,
577,10,中世の中国と東アジア,後周の外戚で、960年に宋を建国した人物は誰か?,趙匡胤,
578,10,中世の中国と東アジア,1004年遼と北宋との間で結ばれた盟約は何か?,澶淵の盟(せんえいのめい：センはさんずいに亶),
579,11,トルコとモンゴルの拡大,モンゴル帝国から独立した3ハン国のうちイランに出来た国は何か?,イル・ハン国,
581,11,トルコとモンゴルの拡大,4世紀～7世紀に中央ユーラシアで活動し、「高車」「鉄勒」といった国を作ったトルコ系遊牧民族は?,ウイグル,
582,11,トルコとモンゴルの拡大,モンゴル帝国2代目の皇帝は誰か?,オゴタイ・ハン,
583,11,トルコとモンゴルの拡大,テュルク諸語の最古の資料となっている、8世紀に建てられた碑文を何と言う? ,オルホン碑文,
584,11,トルコとモンゴルの拡大,1141年に起きた西遼とセルジューク朝・西カラハン朝連合軍の戦闘で、負けたセルジューク朝が衰退するきっかけとなった戦いは?,カトワーンの戦い,
585,11,トルコとモンゴルの拡大,第２代のオゴタイ・ハンが建設したモンゴル帝国の都は何か?,カラコルム,
586,11,トルコとモンゴルの拡大,10世紀半ばに建国された中央アジアで初のトルコ系イスラム王朝は何か?,カラハン朝,
587,11,トルコとモンゴルの拡大,13世紀半ば頃からロシアの諸侯を服従させていたモンゴル人が建国した国は何か?,キプチャク・ハン国,
588,11,トルコとモンゴルの拡大,モンゴル語で「集会」を意味する北アジアの遊牧民族が行った有力者による会議は? ,クリルタイ ,
589,11,トルコとモンゴルの拡大,モンゴル帝国の駅伝制を何という?,ジャムチ,
590,11,トルコとモンゴルの拡大,紀元前6世紀ごろに南ロシアの草原地帯に遊牧国家を建国した民族は何か?,スキタイ,
591,11,トルコとモンゴルの拡大,13世紀から15世紀にかけてロシアがモンゴル帝国に支配されていた時代のことを何という?,タタールのくびき,
592,11,トルコとモンゴルの拡大,751年に起きた中央アジアのイスラーム化が本格化するきっかけとなった戦いは何か?,タラス河畔の戦い,
593,11,トルコとモンゴルの拡大,モンゴル帝国から独立した3ハン国のうち中央アジアに出来た国は何か?,チャガタイ・ハン国,
594,11,トルコとモンゴルの拡大,1206年に諸部族を統一してモンゴル帝国を成立させたのは誰か?,チンギス・ハン,
595,11,トルコとモンゴルの拡大,第５代ハンの位をめぐって反乱をおこしたオゴタイ家の人物は誰?,ハイドゥ,
596,11,トルコとモンゴルの拡大,元の皇帝フビライ・ハンが滅ぼしたビルマの王朝は? ,パガン朝 ,
597,11,トルコとモンゴルの拡大,7～10世紀にカスピ海の北からコーカサス、黒海沿いに栄えた遊牧国家で国教をユダヤ教に改宗したことで知られる国は?,ハザール（ハザール・カガン国）,難
598,11,トルコとモンゴルの拡大,オゴタイ・ハンの命を受けてヨーロッパ遠征をした、チンギス・カンの長男・ジョチの次男は誰か?,バトゥ,
599,11,トルコとモンゴルの拡大,モンゴル帝国5代皇帝でカラコルムから大都に遷都して、国名を元とし中国を統一した人物は誰か?,フビライ・ハン,
600,11,トルコとモンゴルの拡大,1258年にバグダードを占領しアッバース朝を滅ぼし、イランにイル・ハン国を建てたたモンゴル軍の人物は誰か?,フラグ,
601,11,トルコとモンゴルの拡大,第1リヨン公会議会議の決定でモンゴル帝国へ派遣されたヴェネツィアの修道士は?,プラノ・カルピニ,
602,11,トルコとモンゴルの拡大,1293年にモンゴルの遠征軍を破って建国したジャワの王国は?,マジャパヒト王国,
603,11,トルコとモンゴルの拡大,1260年にフレグが率いるモンゴル遠征軍を破り、モンゴル帝国の西進を阻止したエジプトのイスラム王朝は?,マムルーク朝,
604,11,トルコとモンゴルの拡大,モンゴル帝国に訪問し「東方見聞録」を口述したとされるヴェネツィア商人は誰か?,マルコ・ポーロ,
605,11,トルコとモンゴルの拡大,13世紀末に元の大都において、中国で初めてカトリックを布教したのは誰か?,モンテ・コルヴィノ,
606,11,トルコとモンゴルの拡大,1077年にスライマーンによってニカイアを首都として建国されたセルジューク朝の地方政権は?,ルーム・セルジューク朝,
607,11,トルコとモンゴルの拡大,モンゴル帝国に訪問したルイ9世の使節は誰か?,ルブルック（ウィリアム・ルブルック）,難
608,11,トルコとモンゴルの拡大,ヨーロッパに遠征したモンゴルのバトゥが、1241年、ドイツ・ポーランドの諸侯を撃破した戦いを何という？,ワールシュタットの戦い（リーグニッツの戦い）,
609,11,トルコとモンゴルの拡大,元の時代の庶民文化で、「漢宮秋」「西廂記」などが代表の庶民向け戯曲を何というか?,元曲,
610,11,トルコとモンゴルの拡大,モンゴルの侵攻を受けた朝鮮とヴェトナムの王朝はそれぞれ何か?,高麗・陳朝,
611,11,トルコとモンゴルの拡大,元の郭守敬などによって作られた暦法を何というか?,授時暦,
612,11,トルコとモンゴルの拡大,元朝で官僚として重用された西域出身の人々を何と呼ぶ?,色目人,
613,11,トルコとモンゴルの拡大,マルコ・ポーロが「世界最大の港ザイトン」と呼んだ福建省の都市は何か?,泉州,
614,11,トルコとモンゴルの拡大,元朝で最下層におかれた、南宋出身の人々を何と呼ぶ?,南人,
615,11,トルコとモンゴルの拡大,漢の高祖を屈服させるなど紀元前3世紀末に即位した匈奴の全盛期の時の王は誰か?,冒頓単干,
616,11,トルコとモンゴルの拡大,紀元前4世紀以降頃に陰山山脈に建国された国は何か?,匈奴,
617,12,イスラム世界の成立と発展,イル・ハン国のフラグがバグダードを占領したのは何年か?,1258年,
618,12,イスラム世界の成立と発展,10世紀にカイロに創設されたイスラム最古の大学は? ,アズハル大学,難
619,12,イスラム世界の成立と発展,750年成立しアラブ人の特権を廃してイスラーム法にもとづいて統治しイスラーム帝国と呼ばれる王朝は何か?,アッバース朝,
620,12,イスラム世界の成立と発展,イスラム教の唯一神をなんというか?,アッラー,
621,12,イスラム世界の成立と発展,テュルク系のマムルーク（奴隷軍人）でホラズム・シャー朝（コラズム朝）の開祖となった人物は誰?,アヌーシュ・テギーン,
622,12,イスラム世界の成立と発展,暗殺された第4代カリフは誰か?,アリー,
623,12,イスラム世界の成立と発展,イベリア半島のグラナダのスペイン・イスラーム文化を代表する建築物は何か?,アルハンブラ宮殿,
624,12,イスラム世界の成立と発展,サーマーン朝のグラーム（軍人奴隷）の出身で、北インドを支配したトルコ系王朝ガズナ朝の初代君主は誰か?,アルプテギーン,
625,12,イスラム世界の成立と発展,ブワイフ朝が創始した、軍人の俸給額に応じて分与地の徴税権を付与した制度は何か?,イクター制,難
626,12,イスラム世界の成立と発展,8世紀後半のモロッコに成立したイスラム教シーア派の王朝は? ,イドリース朝,
627,12,イスラム世界の成立と発展,「医学典範」の著者でアリストテレス研究の哲学者でもある人物は誰か?,イブン・シーナー,
628,12,イスラム世界の成立と発展,モロッコの旅行家で中国まで旅行し「三大陸周遊記」を著したのは誰か?,イブン・バットゥータ,
629,12,イスラム世界の成立と発展,「世界史序説」で歴史発展の法則性を説いたのは誰か?,イブン・ハルドゥーン,
630,12,イスラム世界の成立と発展,ムアーウィヤがカリフとなり成立したイスラム王朝は何か?,ウマイヤ朝,
631,12,イスラム世界の成立と発展,11世紀のペルシアの詩人で「ルバイヤート」などの作品があるのは誰か?,ウマル・ハイヤーム,
632,12,イスラム世界の成立と発展,ムハンマドがイスラム最高の聖地と定めたメッカの聖堂は何か?,カーバ神殿,
633,12,イスラム世界の成立と発展,ファーティマ朝が969年にエジプトを征服し建設した新首都は何か?,カイロ,
634,12,イスラム世界の成立と発展,1295年に即位したイルハン朝（イル・ハン国）の第7代君主で、イルハン朝をイスラム化したのは?,ガザン・ハン,
635,12,イスラム世界の成立と発展,10世紀頃から北インドに侵入したアフガニスタンのトルコ系イスラム王朝は何か?,ガズナ朝,
636,12,イスラム世界の成立と発展,10世紀半ばに中央アジアに成立した初のトルコ系イスラーム王朝は何か?,カラ・ハン朝,
637,12,イスラム世界の成立と発展,マホメットの死後、後継者として全イスラム教徒を統率した、宗教上・政治上の最高指導者を何という?,カリフ,
638,12,イスラム世界の成立と発展,メッカを拠点とするムハンマドの出身部族は何か?,クライシュ族,
639,12,イスラム世界の成立と発展,パルティアと戦って敗死した、ローマの第１回三頭政治の政治家は誰?,クラッスス,
640,12,イスラム世界の成立と発展,イスラム教の教典を何というか?,コーラン,
641,12,イスラム世界の成立と発展,12世紀頃から北インドを支配下においたアフガニスタンのイラン系イスラム王朝は何か?,ゴール朝,
642,12,イスラム世界の成立と発展,後ウマイヤ朝の首都として栄えたアンダルシア地方の都市は何か?,コルドバ,
643,12,イスラム世界の成立と発展,アッバース朝から独立した中央アジアのイラン系イスラム王朝は何か?,サーマーン朝,
644,12,イスラム世界の成立と発展,エジプトで1169年にアイユーブ朝をたてたのは誰か?,サラディン,
645,12,イスラム世界の成立と発展,アリーとその子孫だけをカリフと認める一派を何というか?,シーア派,
646,12,イスラム世界の成立と発展,イスラム諸王朝における人頭税のことを何というか?,ジズヤ,
647,12,イスラム世界の成立と発展,セルジューク朝の建国者トゥグリル・ベグがカリフから授与された称号は何か?,スルタン,
648,12,イスラム世界の成立と発展,カリフの正統性をめぐって分裂したイスラム教の2つの派のうち、多数派を何という？,スンナ派,
649,12,イスラム世界の成立と発展,1038年に中央アジアに成立したトルコ系の王朝は何か?,セルジューク朝,
650,12,イスラム世界の成立と発展,1055年、バグダードに入城したトルコ人の王朝は何か?,セルジューク朝,
651,12,イスラム世界の成立と発展,13世紀初めに成立し、北インドを支配した奴隷王朝を初めとする5つのイスラム王朝を総称して何という?,デリー・スルタン朝,
652,12,イスラム世界の成立と発展,イベリア半島のグラナダを都としたイスラム政権で、アルハンブラ宮殿を残したことで知られる王朝は?,ナスル朝,
653,12,イスラム世界の成立と発展,ササン朝で保護され、唐では景教と呼ばれたキリスト教の異端は何か?,ネストリウス派,
654,12,イスラム世界の成立と発展,アッバース朝全盛期の頃の第5代カリフは誰か?,ハールーン・アッラシード,
655,12,イスラム世界の成立と発展,アッバース朝の第２代カリフが建設したティグリス河畔の首都は何か?,バグダード ,
656,12,イスラム世界の成立と発展,14世紀中ごろから16世紀初頭にかけて、インドのデカン地方を支配したイスラーム王朝は?,バフマニー朝,
657,12,イスラム世界の成立と発展,イスラムで被征服民に課した地税をアラビア語で何という?,ハラージュ,
658,12,イスラム世界の成立と発展,622年にムハンマドが信者を連れて移住したことを何というか?,ヒジュラ,
660,12,イスラム世界の成立と発展,10世紀初めにチュニジアに成立したシーア派の王朝は何か?,ファーティマ朝,
661,12,イスラム世界の成立と発展,セルジューク朝が1055年に滅ぼしたイランのイスラム王朝は何か?,ブワイフ朝,
662,12,イスラム世界の成立と発展,946年、バグダードに入城したシーア派（十二イマーム派）のイラン系王朝は何か?,ブワイフ朝,
663,12,イスラム世界の成立と発展,ササン朝最盛期の王で、東ローマのユスティニアヌス帝と戦ったのは誰?,ホスロー１世,
664,12,イスラム世界の成立と発展,1077年～1231年にかけて中央アジアからイラン高原に至る広大な領域支配を達成したイスラム王朝は?,ホラズム・シャー朝（コラズム朝）,
665,12,イスラム世界の成立と発展,騎兵として採用されたトルコ人の奴隷を何という?,マムルーク,
666,12,イスラム世界の成立と発展,1250年にエジプトに建国されたイスラム王朝は?,マムルーク朝,
667,12,イスラム世界の成立と発展,モスクに付随して礼拝時刻の告知（アザーン）を行うのに使われる塔のことを何というか?,ミナレット,
668,12,イスラム世界の成立と発展,ウマイヤ朝を開いたシリア総督は誰?,ムアーウィヤ,
669,12,イスラム世界の成立と発展,610年頃イスラム教の布教活動を始めたクライシュ族出身の商人は誰か?,ムハンマド,
670,12,イスラム世界の成立と発展,モロッコで1056年に成立したベルベル人の王朝は何か?,ムラービト朝,
671,12,イスラム世界の成立と発展,モロッコで、ムラービト朝を滅ぼし、イベリア半島に進出した王朝は何か?,ムワッヒド朝,
672,12,イスラム世界の成立と発展,622年にムハンマドが信者を連れて移住したの場所はどこか?,メディナ,
673,12,イスラム世界の成立と発展,イスラムの礼拝堂のことをなんというか?,モスク,
674,12,イスラム世界の成立と発展,パルティアは、王朝（建国者）の名から、中国では何と呼ばれたか。,安息,
675,12,イスラム世界の成立と発展,ウマイヤ朝の一族が756年にイベリア半島に建てた王朝は何か?,後ウマイヤ朝,
676,12,イスラム世界の成立と発展,ムハンマドの死後、世襲のカリフが征服戦争を進めた時代を何という?,正統カリフ時代,
677,12,イスラム世界の成立と発展,ウマイヤ朝が710年に征服したイベリア半島のゲルマン人国家は何か?,西ゴート王国,
679,12,イスラム世界の成立と発展,1206年ゴール朝のアイバクがたてたインド初のイスラーム王朝は何か?,奴隷王朝,
680,12,イスラム世界の成立と発展,イスラム教の開祖・マホメットがこの色のターバンをしていたという由来から、イスラム世界で神聖な色とされている色は何?,緑,
682,13,西ヨーロッパ世界の成立,使徒ペテロの後継者と称した、カトリック教会の首長を何という?,（ローマ）教皇,
683,13,西ヨーロッパ世界の成立,カール大帝が8世紀末にカルパチアで撃退したアジア系遊牧民は何か?,アヴァール人,
684,13,西ヨーロッパ世界の成立,フランク王国のクロヴィス1世はキリスト教のアリウス派から何派に改宗した?,アタナシウス派,
685,13,西ヨーロッパ世界の成立,5世紀前半にフン人を統合して大帝国を築いたのは誰か?,アッティラ王,
686,13,西ヨーロッパ世界の成立,11～15世紀にイベリア半島北東部のサラゴサに都を置いた王国で、カスティーリャ王国との同君連合によってできたスペイン王国の母体と成った国は？,アラゴン王国,
687,13,西ヨーロッパ世界の成立,カール大帝に招かれ、カロリング・ルネサンスを指導したイギリスの学者は誰?,アルクィン,
688,13,西ヨーロッパ世界の成立,569年に北イタリアを東ローマ帝国から奪ったランゴバルド族の王で、後にイタリア王を称した人物は?,アルボイーノ,
689,13,西ヨーロッパ世界の成立,イギリスのジョン王を破門するなどし、「教皇は太陽、皇帝は月」という言葉で有名なローマ教会最盛期の教皇は誰?,インノケンティウス3世,
690,13,西ヨーロッパ世界の成立,439年にゲイセリックが北アフリカのカルタゴに建国したゲルマン民族の国は？,ヴァンダル王国,
691,13,西ヨーロッパ世界の成立,ノルマン人首長のロロの子孫でイングランドを征服し、ノルマン朝を建てたのは誰?,ウィリアム１世,
692,13,西ヨーロッパ世界の成立,843年、フランク王国を分裂することを定めた条約は何か?,ヴェルダン条約,
693,13,西ヨーロッパ世界の成立,神聖ローマ帝国がマジャール人の西方侵入を阻止するために設けた辺境伯領を何という?,オストマルク,
694,13,西ヨーロッパ世界の成立,ドイツ王でイタリアに遠征、962年に神聖ローマ皇帝となったのは誰?,オットー１世,
695,13,西ヨーロッパ世界の成立,476年に西ローマ帝国を滅ぼしたゲルマン人傭兵隊長は誰か?,オドアケル,
696,13,西ヨーロッパ世界の成立,732年ウマイヤ朝のイスラーム軍をトゥール・ポワティエ間の戦いで破ったフランク王国の人物は誰か?,カール・マルテル,
697,13,西ヨーロッパ世界の成立,兄のカール大帝と共に中世のフランク王国を統治した人物は?,カールマン１世,
698,13,西ヨーロッパ世界の成立,ピピン3世の子で、アヴァール人やイスラーム教徒を撃退し、西ヨーロッパの主要部を統一したのは誰か?,カール大帝,
699,13,西ヨーロッパ世界の成立,1077年に神聖ローマ皇帝ハインリヒ4世が聖職叙任権の争いで敗れ、ローマ教皇グレゴリウス7世に謝罪した事件を何というか?,カノッサの屈辱,
700,13,西ヨーロッパ世界の成立,カール・マルテルの子、メロヴィング朝フランク王国の宰相ピピン3世が開いた王朝は?,カロリング朝,
701,13,西ヨーロッパ世界の成立,ノルマン人の一派、デーン人の首長でイングランドを征服したのは誰?,クヌート（カヌート）,
702,13,西ヨーロッパ世界の成立,聖職売買の禁止など教会改革を推進した東フランスの修道院は何か?,クリュニー修道院,
703,13,西ヨーロッパ世界の成立,クリュニー修道会の出身で、叙任権闘争を引き起こした教皇は誰?,グレゴリウス７世,
704,13,西ヨーロッパ世界の成立,メロヴィング朝を建て、アタナシウス派に改宗したフランク王は誰?,クローヴィス,
705,13,西ヨーロッパ世界の成立,クロヴィス1世の息子で、558年に分割相続されたフランク王国を統一したのは誰か?,クロタール1世,
706,13,西ヨーロッパ世界の成立,人間の形をした兜が発見された7世紀アングロサクソンの船葬墓は? ,サットン・フー ,
707,13,西ヨーロッパ世界の成立,フランク王国のカール大帝のことをフランスでは何と呼ぶか?,シャルルマーニュ,
708,13,西ヨーロッパ世界の成立,493年に東ゴート王国を建国した人物は?,テオドリック,
709,13,西ヨーロッパ世界の成立,イギリス国王ウィリアム１世が徴税のために作成した全国的な検地帳を何という?,ドゥームズデイ・ブック,
710,13,西ヨーロッパ世界の成立,732年に現在のフランス西部でウマイヤ朝がフランク王国に侵入し、敗れた戦いを何というか?,トゥール・ポワティエ間の戦い,
711,13,西ヨーロッパ世界の成立,911年に、ノルマン人首長のロロが北フランスを征服して建てた公国は何か?,ノルマンディー公国,
712,13,西ヨーロッパ世界の成立,第2次民族移動の中心となったゲルマン人は何人か?,ノルマン人,
713,13,西ヨーロッパ世界の成立,イングランドで、1066年にノルマンディー公ウィリアム（ギヨーム2世）がアングロ・サクソン人を征服し建国されたのは何か?,ノルマン朝,
714,13,西ヨーロッパ世界の成立,グレゴリウス７世に破門され、カノッサで教皇に謝罪した神聖ローマ皇帝は誰?,ハインリヒ４世,
715,13,西ヨーロッパ世界の成立,751年に現在のフランスにカロリング朝を創始した人物は?,ピピン３世,
716,13,西ヨーロッパ世界の成立,5世紀から9世紀にかけて西ヨーロッパを支配した国は?,フランク王国,
717,13,西ヨーロッパ世界の成立,フランク王国は分裂して今のどこの国々の原形を作ったか。3つとも答えよ。,フランス・ドイツ・イタリア,
718,13,西ヨーロッパ世界の成立,534年にフランク王国によって滅ぼされたゲルマン民族の王国は?,ブルグンド王国,
